campaign_type,roi
Email,5.78
Search,5.49
Display,4.13
Search,7.01
Social Media,6.55
Email,2.04
Display,4.42
Social Media,4.71
Social Media,2.80
Social Media,6.32
Search,7.58
Influencer,2.50
Email,4.83
Social Media,5.77
Social Media,7.52
Influencer,7.19
Display,5.08
Email,4.02
Search,7.95
Influencer,7.27
Influencer,6.45
Search,6.41
Display,2.79
Social Media,5.57
Email,7.41
Social Media,6.37
Social Media,6.31
Influencer,7.30
Social Media,7.19
Influencer,2.21
Display,5.15
Influencer,6.12
Email,5.73
Social Media,3.43
Email,2.01
Email,4.55
Display,7.58
Search,7.68
Social Media,7.76
Social Media,6.56
Display,2.24
Display,4.70
Social Media,7.11
Influencer,4.47
Email,3.98
Influencer,7.51
Influencer,4.63
Search,5.08
Email,2.28
Search,2.89
Social Media,3.38
Social Media,5.41
Social Media,3.90
Email,5.81
Display,4.51
Influencer,7.47
Display,2.50
Influencer,3.37
Search,6.57
Email,7.99
Search,5.84
Email,2.94
Display,2.62
Social Media,4.68
Email,3.29
Social Media,5.30
Social Media,7.78
Influencer,6.69
Search,2.83
Influencer,7.29
Search,7.14
Social Media,5.73
Search,5.14
Influencer,3.97
Email,5.48
Email,7.27
Display,6.61
Display,6.98
Search,3.85
Social Media,6.22
Influencer,7.89
Search,7.32
Email,4.79
Email,5.23
Social Media,7.29
Social Media,7.96
Email,2.33
Influencer,2.91
Influencer,5.18
Email,5.38
Search,2.40
Search,3.38
Social Media,2.69
Display,3.54
Email,4.63
Email,5.05
Social Media,4.83
Display,2.99
Social Media,5.80
Display,5.40
Email,3.26
Search,2.43
Social Media,2.86
Social Media,6.31
Social Media,4.54
Email,3.27
Social Media,7.68
Social Media,6.94
Display,2.28
Search,2.34
Social Media,5.96
Influencer,5.09
Search,2.94
Influencer,5.77
Display,7.47
Email,4.05
Search,7.27
Influencer,6.45
Display,5.04
Influencer,7.53
Display,4.40
Influencer,7.64
Influencer,6.96
Influencer,6.98
Email,3.50
Search,5.51
Display,4.50
Display,2.08
Search,4.12
Display,2.84
Email,7.78
Search,5.65
Email,3.62
Social Media,5.27
Email,3.42
Email,5.66
Search,4.19
Email,7.20
Search,6.15
Display,7.38
Social Media,5.97
Display,7.70
Social Media,6.22
Social Media,4.09
Display,7.38
Search,7.87
Influencer,7.96
Display,5.21
Social Media,2.47
Display,7.65
Influencer,6.77
Email,7.01
Display,5.27
Influencer,6.06
Influencer,5.54
Social Media,5.53
Email,4.44
Display,2.36
Display,6.68
Email,4.46
Email,2.32
Social Media,5.02
Social Media,6.54
Display,5.54
Display,5.60
Search,7.39
Search,2.13
Search,4.42
Social Media,7.00
Influencer,3.88
Search,4.21
Social Media,4.69
Email,7.97
Influencer,2.38
Display,5.61
Email,7.21
Search,2.23
Social Media,5.17
Display,4.95
Social Media,5.08
Social Media,7.23
Display,7.56
Influencer,6.61
Influencer,7.91
Search,3.86
Display,7.26
Social Media,4.06
Social Media,7.95
Display,3.53
Social Media,4.50
Email,6.61
Email,5.71
Social Media,3.61
Social Media,4.99
Search,4.07
Search,3.64
Display,6.91
Display,4.28
Search,6.13
Email,5.49
Display,5.44
Display,4.18
Search,4.82
Search,6.98
Influencer,4.21
Social Media,2.16
Influencer,7.83
Search,7.37
Email,7.72
Search,7.55
Influencer,7.25
Social Media,7.65
Search,4.61
Influencer,4.67
Display,6.32
Search,6.04
Email,4.64
Email,2.48
Email,7.48
Search,5.11
Email,4.77
Search,6.57
Influencer,5.88
Influencer,5.80
Search,7.21
Display,5.34
Search,3.89
Display,2.45
Email,2.75
Social Media,3.63
Social Media,3.16
Search,6.49
Display,5.23
Social Media,4.57
Influencer,4.66
Social Media,4.89
Influencer,6.56
Influencer,5.44
Social Media,7.48
Social Media,6.54
Search,4.56
Social Media,7.05
Influencer,5.37
Display,2.26
Display,3.35
Email,5.42
Social Media,2.95
Email,4.36
Search,7.96
Display,6.25
Influencer,2.26
Display,2.60
Influencer,2.95
Search,6.76
Social Media,2.36
Email,7.24
Email,7.12
Social Media,5.21
Influencer,7.39
Search,2.88
Search,3.76
Display,6.00
Influencer,2.51
Display,4.55
Search,3.81
Social Media,2.09
Search,5.55
Influencer,2.20
Display,3.76
Display,7.04
Display,5.75
Influencer,2.07
Search,4.00
Social Media,5.29
Search,3.71
Email,5.23
Display,6.23
Social Media,5.99
Display,4.74
Social Media,7.52
Display,3.74
Search,2.75
Social Media,3.00
Display,3.94
Influencer,6.52
Search,6.97
Influencer,4.00
Influencer,6.86
Social Media,6.26
Social Media,6.23
Email,6.91
Email,4.48
Influencer,4.35
Search,7.77
Email,7.00
Social Media,5.07
Email,2.06
Social Media,6.89
Display,5.20
Social Media,4.49
Display,7.61
Email,2.80
Display,7.46
Influencer,5.87
Social Media,4.89
Email,4.45
Search,3.63
Influencer,2.95
Display,5.94
Influencer,7.43
Search,4.81
Influencer,5.96
Social Media,6.24
Social Media,6.26
Influencer,6.52
Display,5.93
Display,4.84
Influencer,4.56
Social Media,5.67
Social Media,7.77
Email,2.86
Search,5.44
Email,6.85
Social Media,6.54
Display,4.25
Search,3.25
Influencer,4.14
Email,2.93
Influencer,4.46
Social Media,3.77
Email,2.93
Display,3.99
Display,3.32
Influencer,3.57
Display,4.74
Social Media,3.07
Email,2.58
Search,3.73
Display,5.36
Social Media,3.24
Search,7.74
Display,6.79
Social Media,3.16
Display,4.81
Display,6.67
Search,3.97
Display,7.07
Search,6.67
Email,5.90
Influencer,2.09
Email,5.83
Email,7.95
Influencer,6.02
Influencer,6.90
Social Media,6.23
Influencer,4.08
Influencer,5.29
Social Media,6.77
Search,4.40
Email,4.63
Search,4.04
Display,6.40
Search,4.58
Email,5.38
Social Media,2.57
Search,3.41
Influencer,4.78
Email,4.35
Social Media,5.22
Display,3.77
Social Media,6.70
Social Media,7.52
Display,2.15
Email,7.87
Display,4.11
Display,2.09
Influencer,5.75
Display,6.16
Email,2.29
Email,3.68
Display,7.51
Display,2.23
Social Media,5.38
Search,5.47
Search,2.58
Influencer,5.78
Display,5.23
Display,6.73
Email,5.47
Influencer,6.16
Email,4.32
Display,3.87
Display,4.58
Social Media,5.61
Display,2.94
Email,2.11
Email,6.59
Email,7.77
Display,7.16
Display,3.09
Search,3.50
Influencer,7.93
Social Media,3.99
Display,5.57
Email,3.10
Display,2.49
Email,4.23
Search,6.63
Email,7.12
Influencer,4.79
Display,5.48
Social Media,7.94
Display,5.81
Influencer,5.18
Influencer,7.58
Social Media,3.14
Search,2.12
Email,2.02
Email,6.84
Social Media,4.75
Influencer,3.01
Social Media,5.24
Email,3.90
Social Media,6.18
Display,6.14
Email,3.27
Social Media,6.16
Influencer,6.37
Search,6.97
Email,5.37
Display,3.36
Influencer,2.54
Social Media,6.02
Influencer,6.61
Social Media,4.66
Social Media,4.66
Social Media,5.03
Display,2.53
Social Media,4.89
Social Media,3.91
Influencer,6.50
Social Media,6.62
Email,5.71
Display,4.34
Email,6.78
Search,3.66
Email,7.14
Influencer,3.67
Display,2.67
Email,3.37
Search,4.45
Email,2.72
Influencer,4.26
Email,4.97
Search,7.07
Influencer,6.99
Social Media,5.41
Social Media,6.57
Influencer,5.33
Display,3.88
Search,7.19
Display,4.23
Social Media,4.64
Display,3.86
Influencer,2.48
Social Media,5.90
Display,2.51
Social Media,4.85
Email,5.71
Search,5.02
Search,2.56
Display,7.81
Social Media,2.73
Influencer,5.89
Influencer,3.97
Email,5.90
Email,5.94
Search,5.18
Influencer,5.45
Social Media,4.86
Social Media,6.71
Influencer,7.74
Email,7.88
Email,7.49
Email,5.68
Display,6.44
Email,7.37
Search,4.44
Social Media,3.97
Search,3.27
Display,7.16
Influencer,4.89
Influencer,5.17
Search,4.30
Email,3.83
Social Media,7.05
Social Media,3.56
Influencer,3.72
Social Media,7.59
Influencer,6.58
Influencer,3.35
Search,6.10
Social Media,5.19
Search,6.95
Display,2.32
Display,6.36
Display,4.32
Search,7.90
Display,3.28
Social Media,3.53
Search,5.11
Search,5.88
Display,5.21
Social Media,2.67
Email,7.87
Display,2.79
Display,5.88
Influencer,7.25
Influencer,5.35
Search,2.82
Influencer,3.51
Search,2.76
Influencer,2.28
Email,3.58
Email,5.86
Email,4.56
Display,4.57
Display,7.50
Influencer,7.72
Influencer,3.58
Email,5.66
Search,6.95
Display,6.92
Influencer,7.05
Influencer,7.42
Search,2.52
Display,5.72
Social Media,4.77
Email,2.87
Search,4.53
Influencer,6.63
Influencer,3.07
Search,6.36
Social Media,6.05
Influencer,6.71
Search,7.65
Search,6.16
Social Media,5.71
Display,4.00
Email,4.22
Search,6.59
Influencer,7.28
Search,7.47
Social Media,7.31
Email,5.02
Influencer,5.47
Search,4.60
Search,5.78
Email,3.79
Influencer,6.95
Search,4.30
Email,2.42
Display,2.70
Influencer,2.87
Email,4.18
Display,3.99
Search,4.32
Social Media,7.67
Display,6.15
Influencer,2.59
Influencer,5.32
Display,4.97
Search,6.56
Influencer,7.76
Display,6.31
Social Media,7.70
Email,4.98
Influencer,2.18
Influencer,3.02
Influencer,4.21
Search,7.43
Email,4.03
Social Media,7.14
Social Media,5.85
Search,4.83
Influencer,6.30
Display,6.26
Search,4.69
Influencer,5.45
Influencer,2.81
Email,7.24
Search,3.66
Social Media,3.72
Social Media,3.89
Social Media,2.67
Search,5.89
Email,2.33
Social Media,7.90
Search,6.75
Display,5.51
Social Media,6.32
Influencer,7.82
Influencer,5.79
Email,4.37
Search,4.92
Social Media,7.48
Social Media,3.61
Social Media,4.00
Display,3.62
Email,2.34
Search,7.32
Search,5.27
Email,3.97
Display,3.22
Social Media,6.79
Display,3.93
Email,4.38
Social Media,5.28
Influencer,5.04
Search,3.31
Social Media,4.09
Social Media,4.10
Social Media,2.54
Social Media,6.60
Display,6.03
Email,3.82
Search,7.34
Email,2.46
Email,7.54
Social Media,7.55
Display,5.01
Influencer,5.99
Social Media,2.81
Influencer,5.95
Social Media,7.24
Social Media,6.82
Email,6.60
Email,7.14
Email,7.54
Display,5.31
Email,7.42
Email,4.23
Email,4.62
Social Media,3.80
Email,2.64
Email,5.21
Influencer,4.64
Influencer,6.78
Search,2.51
Social Media,3.05
Email,6.46
Social Media,5.92
Search,4.47
Search,6.84
Search,2.30
Email,2.49
Display,3.73
Search,5.51
Social Media,6.71
Influencer,7.10
Email,6.45
Search,2.76
Display,2.66
Social Media,4.07
Social Media,4.62
Social Media,2.82
Display,5.83
Influencer,2.76
Search,4.32
Social Media,4.87
Search,2.18
Email,4.94
Search,6.52
Search,5.96
Email,7.12
Influencer,4.26
Search,5.14
Influencer,2.88
Display,4.96
Display,7.07
Social Media,3.99
Social Media,5.84
Display,7.93
Display,5.13
Display,6.40
Email,5.89
Display,6.86
Display,6.63
Social Media,5.53
Email,5.03
Email,4.19
Social Media,7.37
Influencer,7.81
Search,3.39
Display,7.60
Email,2.43
Search,7.30
Search,5.38
Email,5.06
Email,4.00
Search,7.18
Display,7.60
Search,7.64
Display,5.51
Social Media,6.25
Influencer,5.26
Search,5.92
Influencer,6.40
Search,5.98
Email,7.22
Display,6.56
Influencer,2.65
Influencer,5.08
Display,7.32
Display,3.44
Search,4.63
Display,5.70
Social Media,6.84
Display,7.22
Display,3.35
Search,2.89
Email,6.68
Email,7.96
Search,5.26
Email,7.06
Influencer,6.33
Search,7.34
Display,2.05
Influencer,6.41
Display,2.59
Display,3.10
Email,6.02
Influencer,7.90
Email,7.12
Email,2.90
Email,6.11
Influencer,3.84
Email,6.31
Influencer,4.40
Email,6.47
Social Media,7.78
Display,6.33
Influencer,7.12
Display,2.67
Display,2.73
Display,3.53
Search,6.41
Display,6.37
Influencer,3.23
Search,6.37
Email,2.34
Social Media,5.86
Social Media,7.98
Social Media,2.59
Social Media,4.44
Search,2.51
Search,7.34
Search,7.03
Social Media,3.51
Search,5.83
Influencer,5.61
Influencer,4.89
Email,2.51
Display,5.22
Influencer,5.59
Social Media,7.73
Email,5.85
Email,4.94
Display,5.30
Search,7.49
Social Media,4.21
Search,4.36
Display,3.64
Influencer,6.38
Display,5.45
Search,5.83
Influencer,6.90
Influencer,2.93
Display,6.86
Search,3.21
Display,2.51
Display,2.56
Display,6.00
Social Media,3.30
Search,5.70
Search,4.22
Influencer,5.52
Search,3.76
Social Media,6.47
Social Media,2.08
Email,4.55
Search,2.22
Display,3.06
Social Media,6.31
Influencer,4.24
Email,6.32
Display,4.62
Social Media,6.16
Social Media,6.29
Social Media,2.79
Email,2.36
Email,2.10
Social Media,3.38
Email,2.79
Email,6.46
Social Media,6.90
Search,6.53
Social Media,6.09
Email,2.53
Display,6.71
Search,5.44
Influencer,6.22
Display,5.98
Social Media,7.50
Search,2.47
Email,3.91
Social Media,3.24
Influencer,5.64
Email,5.60
Search,2.54
Influencer,6.51
Influencer,2.35
Social Media,2.87
Influencer,3.73
Display,2.18
Influencer,3.69
Social Media,7.74
Search,4.39
Influencer,7.78
Email,3.30
Email,2.22
Influencer,6.30
Search,6.27
Influencer,2.84
Display,7.61
Email,7.87
Email,4.02
Social Media,6.17
Search,6.61
Search,5.86
Email,7.75
Email,7.89
Influencer,2.84
Display,5.50
Social Media,2.86
Influencer,2.16
Display,5.61
Display,5.63
Display,5.28
Social Media,3.58
Display,2.36
Display,6.95
Social Media,6.50
Social Media,5.37
Influencer,7.86
Social Media,7.89
Email,4.97
Email,6.99
Influencer,4.61
Search,4.85
Search,3.24
Display,6.39
Display,7.02
Display,3.88
Email,7.13
Social Media,5.31
Social Media,2.57
Display,7.68
Search,7.94
Email,3.79
Email,6.69
Display,7.94
Display,4.83
Influencer,2.63
Search,4.44
Email,5.13
Social Media,4.92
Influencer,4.47
Influencer,4.56
Influencer,2.30
Social Media,2.56
Influencer,6.55
Email,6.07
Display,4.06
Search,4.58
Search,5.56
Email,6.37
Influencer,4.26
Email,2.28
Display,7.10
Social Media,2.43
Influencer,6.85
Display,6.00
Social Media,5.61
Email,3.95
Display,5.43
Email,2.36
Influencer,2.44
Social Media,2.81
Social Media,3.43
Email,2.06
Social Media,3.36
Display,2.33
Display,5.46
Email,7.38
Search,2.36
Influencer,6.90
Influencer,7.23
Influencer,4.15
Search,7.85
Search,4.67
Influencer,3.66
Email,7.75
Social Media,7.91
Display,6.98
Email,6.47
Social Media,3.61
Social Media,5.43
Email,2.86
Display,4.55
Influencer,7.49
Display,4.68
Email,6.22
Email,4.14
Email,7.31
Search,2.11
Influencer,6.54
Display,3.05
Search,3.86
Search,2.26
Influencer,7.73
Influencer,7.82
Search,3.76
Search,6.31
Search,2.33
Search,2.06
Email,3.02
Social Media,5.31
Email,3.10
Social Media,3.58
Display,7.07
Display,3.60
Email,6.52
Display,2.59
Search,4.18
Social Media,7.37
Influencer,4.75
Social Media,3.12
Social Media,5.90
Display,7.85
Social Media,7.22
Influencer,3.59
Search,3.37
Social Media,2.29
Influencer,3.29
Social Media,7.00
Influencer,4.85
Display,6.36
Social Media,7.37
Display,4.62
Email,6.79
Email,2.03
Influencer,5.68
Social Media,5.95
Display,6.88
Influencer,7.39
Influencer,7.61
Search,4.24
Search,3.08
Search,5.79
Display,4.30
Display,6.72
Email,5.50
Social Media,5.41
Social Media,3.09
Search,6.81
Search,5.12
Search,5.02
Search,2.36
Influencer,3.20
Email,3.86
Influencer,3.55
Display,4.88
Display,4.98
Display,2.07
Social Media,2.89
Email,2.61
Influencer,3.13
Search,6.95
Email,6.03
Social Media,3.48
Search,2.31
Search,4.59
Search,6.27
Email,6.43
Influencer,6.80
Display,2.32
Social Media,2.79
Search,2.99
Email,2.05
Search,4.60
Social Media,3.76
Influencer,2.98
Search,7.26
Search,3.25
Influencer,2.52
Display,2.56
Email,5.16
Search,4.81
Email,7.34
Display,3.79
Display,5.71
Search,5.75
Email,3.68
Influencer,4.00
Display,6.88
Display,6.63
Search,4.90
Search,3.99
Email,6.82
Email,2.82
Display,4.78
Social Media,7.90
Social Media,3.61
Social Media,4.84
Influencer,7.67
Influencer,3.65
Social Media,4.09
Influencer,3.37
Display,2.33
Social Media,5.33
Search,3.66
Search,5.25
Influencer,7.90
Social Media,7.42
Email,3.83
Social Media,4.73
Email,4.00
Search,2.06
Social Media,6.97
Display,2.45
Display,7.11
Display,3.61
Social Media,2.24
Search,6.23
Display,4.22
Social Media,2.70
Influencer,5.56
Search,3.17
Search,3.47
Social Media,6.43
Search,4.52
Social Media,3.60
Email,3.37
Search,5.89
Social Media,6.16
Display,6.62
Social Media,6.87
Display,4.60
Display,3.10
Influencer,3.85
Influencer,6.85
Email,7.84
Social Media,7.46
Influencer,7.32
Social Media,3.50
Social Media,3.12
Influencer,2.41
Search,3.00
Influencer,2.97
Email,2.11
Search,2.69
Social Media,4.63
Search,3.14
Email,3.73
Display,2.51
Social Media,7.47
Email,3.88
Influencer,3.45
Display,7.74
Email,7.42
Social Media,3.11
Display,7.83
Search,7.49
Influencer,6.73
Search,5.31
Display,3.78
Search,3.46
Influencer,4.20
Social Media,4.91
Influencer,7.12
Search,3.12
Search,5.73
Email,5.36
Display,5.32
Social Media,6.24
Search,2.61
Email,7.80
Influencer,5.34
Social Media,5.24
Display,7.31
Social Media,6.22
Email,2.76
Influencer,2.02
Social Media,6.24
Influencer,5.91
Email,7.95
Email,5.01
Influencer,2.94
Social Media,2.93
Influencer,3.23
Search,2.13
Social Media,6.80
Influencer,3.75
Social Media,2.35
Email,4.44
Display,3.10
Social Media,2.92
Display,7.73
Search,4.61
Display,7.49
Social Media,6.21
Email,3.41
Display,2.58
Email,2.28
Social Media,6.95
Email,6.24
Email,5.41
Display,3.09
Display,3.54
Email,2.77
Display,7.27
Influencer,3.51
Influencer,6.22
Display,2.25
Influencer,7.25
Search,3.70
Influencer,3.28
Search,6.07
Email,7.42
Email,7.11
Social Media,5.79
Search,3.44
Email,4.65
Social Media,4.97
Search,7.44
Influencer,7.45
Social Media,3.36
Display,7.34
Influencer,6.66
Search,7.96
Influencer,6.93
Social Media,5.12
Influencer,3.90
Search,7.25
Display,6.13
Social Media,3.51
Email,3.70
Social Media,4.70
Email,3.72
Search,3.48
Social Media,4.95
Influencer,7.79
Email,7.08
Display,7.70
Social Media,4.31
Display,7.04
Influencer,6.87
Influencer,3.49
Display,5.55
Search,5.52
Search,4.82
Email,5.02
Email,3.08
Search,3.59
Social Media,5.51
Influencer,4.84
Search,4.25
Email,6.19
Social Media,5.71
Display,6.10
Search,7.44
Email,7.36
Influencer,4.50
Display,5.88
Influencer,3.97
Email,2.41
Display,7.87
Search,7.58
Search,5.38
Influencer,6.85
Social Media,3.48
Influencer,4.34
Search,3.83
Email,5.04
Email,4.55
Email,7.17
Email,2.32
Influencer,5.31
Email,4.45
Email,5.88
Display,6.39
Influencer,2.97
Social Media,2.08
Search,2.93
Search,5.13
Display,2.65
Influencer,2.55
Display,7.31
Search,7.43
Search,5.12
Social Media,5.73
Display,2.50
Social Media,4.75
Influencer,7.69
Search,4.10
Email,3.09
Display,4.33
Influencer,3.30
Social Media,3.27
Social Media,3.62
Influencer,6.71
Search,6.63
Search,3.19
Display,3.45
Influencer,4.48
Influencer,6.64
Social Media,4.11
Influencer,2.98
Influencer,4.98
Search,4.92
Social Media,2.14
Display,5.28
Display,6.12
Influencer,2.10
Display,6.20
Display,2.77
Display,3.86
Search,7.92
Influencer,3.21
Social Media,7.86
Social Media,4.99
Display,2.58
Social Media,7.04
Social Media,7.30
Influencer,3.00
Social Media,3.63
Social Media,7.12
Influencer,5.40
Social Media,4.19
Display,7.05
Search,6.20
Display,3.19
Social Media,4.02
Search,3.02
Social Media,7.43
Search,2.54
Social Media,5.19
Display,4.94
Display,4.46
Social Media,5.91
Search,6.28
Search,2.59
Search,6.75
Display,7.06
Search,3.27
Social Media,7.72
Display,3.31
Search,8.00
Influencer,7.87
Social Media,6.70
Social Media,2.26
Email,7.68
Email,4.99
Search,4.48
Influencer,4.05
Influencer,4.00
Influencer,5.31
Social Media,3.45
Influencer,6.16
Display,2.08
Influencer,6.47
Email,2.07
Email,6.69
Email,2.70
Display,3.67
Search,4.10
Search,4.59
Display,4.83
Influencer,3.62
Social Media,3.86
Social Media,5.90
Influencer,7.08
Influencer,5.24
Display,7.78
Email,2.17
Email,3.03
Influencer,6.14
Influencer,7.75
Email,5.57
Influencer,4.01
Social Media,5.99
Display,5.05
Email,7.37
Search,7.22
Influencer,6.17
Social Media,6.76
Email,7.18
Display,3.50
Influencer,3.64
Search,6.06
Display,5.08
Display,5.87
Social Media,3.87
Display,7.65
Display,2.17
Social Media,2.50
Social Media,3.68
Influencer,2.13
Social Media,4.88
Search,5.03
Search,2.45
Influencer,7.85
Social Media,2.88
Social Media,3.48
Influencer,7.27
Display,5.30
Influencer,4.06
Email,3.03
Influencer,5.81
Display,3.23
Social Media,2.29
Social Media,6.31
Social Media,3.74
Social Media,3.09
Email,2.22
Social Media,4.92
Influencer,5.84
Social Media,5.37
Social Media,4.68
Email,5.35
Influencer,2.77
Influencer,3.01
Influencer,3.10
Email,2.95
Influencer,2.08
Social Media,7.71
Display,2.84
Search,3.92
Search,6.18
Display,7.27
Social Media,4.58
Social Media,4.53
Social Media,6.19
Email,4.23
Search,4.78
Search,6.07
Display,5.97
Social Media,2.27
Email,2.11
Display,2.88
Social Media,5.35
Influencer,4.16
Display,7.64
Influencer,3.37
Display,5.16
Influencer,7.36
Influencer,6.69
Display,3.24
Email,4.88
Display,3.04
Email,3.54
Influencer,3.68
Email,6.79
Influencer,2.52
Display,3.78
Display,3.64
Search,5.43
Search,3.58
Email,2.55
Search,4.81
Search,6.72
Influencer,7.51
Display,4.27
Social Media,4.42
Display,4.05
Influencer,2.42
Search,5.84
Social Media,5.16
Social Media,2.99
Search,5.87
Social Media,4.38
Social Media,2.54
Display,6.56
Influencer,6.34
Influencer,3.35
Search,6.34
Influencer,7.73
Influencer,5.16
Email,4.68
Influencer,6.87
Email,3.17
Social Media,6.74
Display,4.13
Social Media,2.82
Email,6.43
Display,4.28
Influencer,6.37
Influencer,6.14
Email,6.04
